iteration,OD,0,1,2,3,4,5,6,7,8,9,destination,origin,multiplier_gama
8,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
9,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
10,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
11,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
12,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
13,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
14,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
15,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
16,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
17,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
18,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
19,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
20,1_4,2.657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.014,2.471,0.471,
1,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
2,1_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.05,1.422,0.894,
3,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
4,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
5,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.965,4.753,0.459,
6,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.965,4.753,0.459,
7,1_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.05,1.422,0.894,
8,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
9,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
10,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
11,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
12,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
13,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
14,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
15,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
16,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
17,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
18,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
19,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
20,1_5,7.424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.259,4.459,0.459,
1,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
2,1_6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.162,4.632,0.632,
3,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
4,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
5,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
6,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
7,1_6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.162,4.632,0.632,
8,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
9,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
10,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
11,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
12,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
13,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
14,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
15,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
16,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
17,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
18,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
19,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
20,1_6,2.53,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.692,2.632,0.632,
1,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
2,1_7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.367,9.578,0.447,
3,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
4,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
5,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
6,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
7,1_7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.367,9.578,0.447,
8,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
9,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
10,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
11,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
12,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
13,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
14,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
15,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
16,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
17,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
18,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
19,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
20,1_7,4.236,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.472,9.472,0.447,
1,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
2,1_8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.618,5.603,0.603,
3,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
4,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
5,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
6,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
7,1_8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.618,5.603,0.603,
8,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
9,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
10,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
11,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
12,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
13,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
14,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
15,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
16,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
17,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
18,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
19,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
20,1_8,3.824,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.839,3.794,0.603,
1,1_9,6.838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.507,9.085,0.417,
2,1_9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.333,7.667,0.667,
3,1_9,6.838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.507,9.085,0.417,
4,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
5,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
6,1_9,6.838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.17,9.421,0.417,
7,1_9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.333,7.667,0.667,
8,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
9,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
10,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
11,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
12,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
13,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
14,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
15,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
16,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
17,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
18,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
19,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
20,1_9,6.029,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.466,8.796,0.359,
1,1_10,6.389,-0.0,8.925,-0.0,4.54,-0.0,-0.0,-0.0,-0.0,-0.0,-19.468,8.925,0.385,
2,1_10,-0.0,-0.0,4.664,-0.0,4.219,-0.0,-0.0,-0.0,-0.0,-0.0,-15.438,8.774,0.555,
3,1_10,6.389,-0.0,8.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-19.928,8.464,0.385,
4,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
5,1_10,3.543,-0.0,-0.0,-0.0,1.279,-0.0,-0.0,-0.0,-0.0,-0.0,-14.675,5.706,0.426,
6,1_10,6.389,-0.0,8.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-19.928,8.464,0.385,
7,1_10,-0.0,-0.0,-0.0,-0.0,1.279,-0.0,-0.0,-0.0,-0.0,-0.0,-12.558,5.706,0.426,
8,1_10,4.132,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
9,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
10,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
11,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
12,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
13,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
14,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
15,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
16,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
17,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
18,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
19,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
20,1_10,4.132,-0.0,-0.0,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-0.0,-15.264,5.117,0.426,
1,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
2,1_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.004,9.464,0.385,
3,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
4,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
5,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
6,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
7,1_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.004,9.464,0.385,
8,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
9,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
10,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
11,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
12,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
13,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
14,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
15,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
16,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
17,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
18,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
19,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
20,1_11,3.925,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.849,7.619,0.385,
