iteration,OD,0,1,2,3,4,5,6,7,8,9,destination,origin,multiplier_gama
1,2_3,3.581,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.846,5.316,0.316,
1,2_4,7.809,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.015,4.302,0.302,
1,2_5,7.897,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.846,2.316,0.316,
1,2_6,3.667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.0,-0.0,0.333,
1,2_7,5.376,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.294,5.065,0.229,
1,2_8,3.581,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.846,2.316,0.316,
1,2_9,7.604,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.673,6.069,0.267,
1,2_10,7.414,-0.0,3.179,-0.0,2.886,-0.0,-0.0,-0.0,-0.0,-0.0,-13.121,7.121,0.236,
1,2_11,7.342,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.46,8.012,0.224,
1,2_12,7.405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.474,6.267,0.267,
1,2_13,7.549,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.033,-0.0,-0.0,-12.582,8.291,0.258,
1,2_14,7.225,-0.0,-0.0,-0.0,-0.0,6.204,4.816,-0.0,-0.0,-0.0,-15.878,10.021,0.204,
1,2_15,7.251,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.919,7.877,0.209,
1,2_16,7.604,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.673,4.069,0.267,
1,2_17,7.414,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.064,6.179,0.236,
1,2_18,7.251,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.085,5.711,0.209,
1,2_19,7.279,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.132,-13.345,7.345,0.213,
1,2_20,7.155,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-14.234,6.962,0.192,
1,2_21,7.134,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.189,-0.0,-16.347,10.945,0.189,
1,2_22,7.078,-0.0,-0.0,-0.0,-0.0,-0.0,1.743,-0.0,3.18,-0.0,-16.514,10.053,0.18,
1,2_23,7.251,-0.0,-0.0,-0.0,-0.0,2.209,4.834,-0.0,2.209,-0.0,-16.919,10.877,0.209,
1,2_24,7.376,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-15.9,9.459,0.229,
1,3_1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.5,0.5,
1,3_2,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.789,6.447,0.447,
1,3_4,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.333,1.667,0.333,
1,3_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.265,3.897,0.316,
1,3_6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.015,4.302,0.302,
1,3_7,-0.0,-0.0,2.564,-0.0,-0.0,-0.0,1.436,-0.0,-0.0,-0.0,-12.4,7.182,0.218,
1,3_8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.887,6.577,0.289,
1,3_9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.673,6.069,0.267,
1,3_10,-0.0,-0.0,8.179,-0.0,2.0,-0.0,0.886,-0.0,-0.0,-0.0,-12.007,6.236,0.236,
1,3_11,-0.0,0.114,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.828,5.236,0.236,
1,3_12,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.0,-0.0,0.5,
1,3_13,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.789,3.447,0.447,
1,3_14,-0.0,-0.0,0.787,-0.0,-0.0,3.213,2.698,-0.0,-0.0,-0.0,-10.94,7.183,0.243,
1,3_15,-0.0,-0.0,5.553,-0.0,-0.0,-0.0,3.224,-0.0,-0.0,-0.0,-14.236,9.236,0.224,
1,3_16,-0.0,-0.0,6.5,-0.0,-0.0,-0.0,2.0,-0.0,-0.0,-0.0,-13.25,7.75,0.25,
1,3_17,-0.0,-0.0,6.447,-0.0,-0.0,-0.0,3.553,-0.0,-0.0,2.789,-14.565,8.907,0.224,
1,3_18,-0.0,-0.0,4.4,-0.0,-0.0,-0.0,2.0,-0.0,-0.0,-0.0,-12.8,9.2,0.2,
1,3_19,-0.0,-0.0,6.408,-0.0,-0.0,-0.0,4.816,-0.0,-0.0,4.837,-15.654,10.245,0.204,
1,3_20,-0.0,-0.0,4.302,-0.0,-0.0,-0.0,3.508,-0.0,-0.0,-0.0,-15.221,8.095,0.302,
1,3_21,-0.0,-0.0,0.419,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-11.53,5.632,0.316,
1,3_22,-0.0,-0.0,2.397,-0.0,-0.0,-0.0,1.603,-0.0,1.794,-0.0,-13.317,6.0,0.302,
1,3_23,-0.0,-0.0,0.891,-0.0,-0.0,-0.0,5.109,-0.0,-0.0,-0.0,-11.496,5.109,0.277,
1,3_24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.333,4.667,0.333,
1,4_1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.277,9.328,0.277,
1,4_2,-0.0,6.577,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.577,8.155,0.577,
1,4_3,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,0.333,
1,4_5,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,-0.0,1.0,
1,4_6,-0.0,6.707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.707,2.707,0.707,
1,4_7,-0.0,6.289,2.443,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.598,7.866,0.289,
1,4_8,-0.0,6.577,1.845,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.155,2.577,0.577,
1,4_9,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.447,6.789,0.447,
1,4_10,-0.0,6.333,8.667,-0.0,1.667,-0.0,-0.0,-0.0,-0.0,-0.0,-7.0,6.0,0.333,
1,4_11,-0.0,3.333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.667,5.333,0.333,
1,4_12,-0.0,5.051,1.219,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.328,6.277,0.277,
1,4_13,-0.0,6.267,2.465,-0.0,-0.0,-0.0,-0.0,4.069,-0.0,-0.0,-6.535,8.207,0.267,
1,4_14,-0.0,6.277,2.445,-0.0,-0.0,2.941,-0.0,-0.0,-0.0,-0.0,-6.555,7.051,0.277,
1,4_15,-0.0,6.213,7.919,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.772,8.919,0.213,
1,4_16,-0.0,6.378,6.756,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.134,6.512,0.378,
1,4_17,-0.0,6.302,6.603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.905,-8.905,9.412,0.302,
1,4_18,-0.0,6.25,4.75,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.25,8.75,0.25,
1,4_19,-0.0,6.258,7.324,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.324,-11.357,9.516,0.258,
1,4_20,-0.0,6.224,8.118,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-12.025,9.447,0.224,
1,4_21,-0.0,6.229,8.065,-0.0,-0.0,-0.0,-0.0,-0.0,3.229,-0.0,-11.982,10.376,0.229,
1,4_22,-0.0,6.196,7.981,-0.0,-0.0,-0.0,1.627,-0.0,3.196,-0.0,-12.55,10.55,0.196,
1,4_23,-0.0,6.243,4.757,-0.0,-0.0,0.455,4.97,-0.0,0.455,-0.0,-8.728,9.395,0.243,
1,4_24,-0.0,6.236,5.828,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.771,9.471,0.236,
1,5_1,-0.0,4.207,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.267,11.474,0.267,
1,5_2,-0.0,6.707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.707,7.707,0.707,
1,5_3,-0.0,4.316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.316,6.846,0.316,
1,5_4,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,1.0,
1,5_6,-0.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,2.0,1.0,
1,5_7,-0.0,6.302,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.905,7.412,0.302,
1,5_8,-0.0,6.707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.707,2.707,0.707,
1,5_9,-0.0,4.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.5,4.5,0.5,
1,5_10,-0.0,6.354,4.061,-0.0,1.061,-0.0,-0.0,-0.0,-0.0,-0.0,-5.414,5.414,0.354,
1,5_11,-0.0,6.316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.846,5.316,0.316,
1,5_12,-0.0,6.267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.069,7.673,0.267,
1,5_13,-0.0,6.258,1.066,-0.0,-0.0,-0.0,-0.0,4.033,-0.0,-0.0,-7.357,9.516,0.258,
1,5_14,-0.0,6.267,2.0,-0.0,-0.0,3.336,-0.0,-0.0,-0.0,-0.0,-8.336,7.405,0.267,
1,5_15,-0.0,6.243,3.728,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.94,8.183,0.243,
1,5_16,-0.0,6.408,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.408,6.041,0.408,
1,5_17,-0.0,6.316,2.581,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.419,-9.162,7.0,0.316,
1,5_18,-0.0,6.258,0.291,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.582,8.291,0.258,
1,5_19,-0.0,6.267,3.733,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.405,-10.069,8.673,0.267,
1,5_20,-0.0,6.229,3.688,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.524,8.835,0.229,
1,5_21,-0.0,6.2,3.6,-0.0,-0.0,0.4,-0.0,-0.0,3.2,-0.0,-12.8,11.2,0.2,
1,5_22,-0.0,6.218,3.655,-0.0,-0.0,-0.0,1.472,-0.0,3.218,-0.0,-11.619,9.964,0.218,
1,5_23,-0.0,6.236,3.707,-0.0,-0.0,1.471,4.943,-0.0,1.0,-0.0,-10.357,9.886,0.236,
1,5_24,-0.0,6.229,3.688,-0.0,-0.0,0.459,-0.0,-0.0,-0.0,-0.0,-11.294,10.065,0.229,
1,6_1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.707,9.707,0.707,
1,6_2,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.0,1.0,
1,6_3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.603,6.714,0.302,
1,6_4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.707,4.707,0.707,
1,6_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0,3.0,1.0,
1,6_7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.316,5.846,0.316,
1,6_8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,-0.0,1.0,
1,6_9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.211,7.025,0.447,
1,6_10,-0.0,-0.0,3.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.667,6.333,0.333,
1,6_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.603,8.714,0.302,
1,6_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.775,-0.0,-0.0,-7.516,10.357,0.258,
1,6_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.0,-0.0,-0.0,-10.25,10.75,0.25,
1,6_14,-0.0,-0.0,-0.0,-0.0,-0.0,5.549,5.033,-0.0,-0.0,-0.0,-10.291,9.582,0.258,
1,6_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.069,7.673,0.267,
1,6_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.789,3.447,0.447,
1,6_17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.667,5.333,0.333,
1,6_18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.673,5.069,0.267,
1,6_19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.941,-8.387,6.219,0.277,
1,6_20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.007,6.236,0.236,
1,6_21,-0.0,-0.0,0.688,-0.0,-0.0,-0.0,-0.0,-0.0,3.229,-0.0,-11.065,10.294,0.229,
1,6_22,-0.0,-0.0,0.64,-0.0,-0.0,-0.0,1.508,-0.0,3.213,-0.0,-10.919,9.772,0.213,
1,6_23,-0.0,-0.0,2.688,-0.0,-0.0,2.459,4.918,-0.0,2.459,-0.0,-13.065,11.294,0.229,
1,6_24,-0.0,-0.0,2.118,-0.0,-0.0,1.0,-0.0,-0.0,2.0,-0.0,-12.46,12.012,0.224,
1,7_1,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.89,11.756,0.378,
1,7_2,-0.0,4.408,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.633,7.816,0.408,
1,7_3,-0.0,-0.0,-0.0,0.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.0,11.0,0.25,
1,7_4,-0.0,-0.0,-0.0,2.378,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.89,6.756,0.378,
1,7_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.041,4.408,0.408,
1,7_6,1.789,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.789,2.447,0.447,
1,7_8,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.0,1.0,0.5,
1,7_9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.179,8.0,0.236,
1,7_10,-0.0,2.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.667,5.333,0.333,
1,7_11,-0.0,0.265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.316,8.846,0.316,
1,7_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.211,-0.0,-0.0,-11.012,11.447,0.224,
1,7_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.069,-0.0,-0.0,-11.336,11.405,0.267,
1,7_14,-0.0,-0.0,-0.0,-0.0,-0.0,6.209,4.834,-0.0,-0.0,-0.0,-10.877,10.043,0.209,
1,7_15,-0.0,0.198,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.138,7.604,0.267,
1,7_16,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.789,2.447,0.447,
1,7_17,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.667,3.333,0.333,
1,7_18,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.0,-0.0,0.5,
1,7_19,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.941,-6.387,6.219,0.277,
1,7_20,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.475,4.354,0.354,
1,7_21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.667,6.333,0.333,
1,7_22,-0.0,0.134,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,-0.0,-8.309,6.155,0.289,
1,7_23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.0,-0.0,-0.0,-0.0,-10.0,9.0,0.25,
1,7_24,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.581,8.581,0.316,
1,8_1,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.577,12.155,0.577,
1,8_2,-0.0,3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.707,6.707,0.707,
1,8_3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.155,-0.0,-0.0,-0.0,-6.577,8.887,0.289,
1,8_4,-0.0,-0.0,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.155,6.577,0.577,
1,8_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.707,4.707,0.707,
1,8_6,-0.0,5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0,1.0,
1,8_7,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.333,3.667,0.333,
1,8_9,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.0,8.0,1.0,
1,8_10,-0.0,-0.0,1.0,-0.0,1.061,-0.0,-0.0,-0.0,-0.0,-0.0,-6.414,5.414,0.354,
1,8_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.0,8.598,0.289,
1,8_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.75,-0.0,-0.0,-8.75,11.25,0.25,
1,8_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.97,-0.0,-0.0,-10.94,12.183,0.243,
1,8_14,-0.0,-0.0,-0.0,-0.0,-0.0,6.213,4.853,-0.0,-0.0,-0.0,-10.492,10.279,0.213,
1,8_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.606,7.0,0.277,
1,8_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.5,2.5,0.5,
1,8_17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.414,3.414,0.354,
1,8_18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.496,4.109,0.277,
1,8_19,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.021,-6.155,6.309,0.289,
1,8_20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.153,5.97,0.243,
1,8_21,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.236,-0.0,-9.121,10.121,0.236,
1,8_22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.472,-0.0,3.218,-0.0,-10.218,8.364,0.218,
1,8_23,-0.0,-0.0,-0.0,-0.0,-0.0,3.8,4.8,-0.0,3.0,-0.0,-11.4,11.6,0.2,
1,8_24,-0.0,-0.0,-0.0,-0.0,-0.0,0.459,-0.0,-0.0,1.459,-0.0,-10.835,11.524,0.229,
1,9_1,-0.0,3.502,-0.0,1.043,-0.0,1.374,-0.0,0.043,-0.0,-0.0,-9.043,10.753,0.209,
1,9_2,-0.0,6.302,-0.0,-0.0,-0.0,0.095,-0.0,-0.0,-0.0,-0.0,-8.508,8.809,0.302,
1,9_3,0.082,-0.0,-0.0,1.147,-0.0,0.312,1.0,-0.0,-0.0,-0.0,-8.147,7.212,0.229,
1,9_4,-0.0,-0.0,-0.0,1.581,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.265,5.897,0.316,
1,9_5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.333,3.667,0.333,
1,9_6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.846,4.316,0.316,
1,9_7,-0.0,2.891,-0.0,-0.0,-0.0,0.168,-0.0,-0.0,-0.0,-0.0,-8.387,7.219,0.277,
1,9_8,0.667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.667,5.333,0.333,
1,9_10,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.0,-0.0,0.5,
1,9_11,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.789,5.447,0.447,
1,9_12,-0.0,2.367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.041,7.408,0.408,
1,9_13,-0.0,3.488,-0.0,1.0,-0.0,0.866,-0.0,4.512,-0.0,-0.0,-9.89,9.756,0.378,
1,9_14,-0.0,2.667,-0.0,-0.0,-0.0,6.333,-0.0,-0.0,-0.0,-0.0,-8.667,6.333,0.333,
1,9_15,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.496,5.109,0.277,
1,9_16,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.789,2.447,0.447,
1,9_17,-0.0,2.667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.667,3.333,0.333,
1,9_18,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.0,5.0,0.333,
1,9_19,-0.0,2.891,-0.0,-0.0,-0.0,0.168,-0.0,-0.0,-0.0,2.941,-8.387,6.219,0.277,
1,9_20,-0.0,4.723,-0.0,1.387,-0.0,2.0,-0.0,-0.0,-0.0,-0.0,-10.219,7.387,0.277,
